cell_type,"BBIBP (V3, D14)","BNT-I (D10, hospital)","ChAd-BNT (V2, D0)",I (D0-4),I-BNT (D5),"ZF2001 (V3, D07)","BBIBP (V3, D28)","BNT (V2, D1)","BNT-I (D26, hospital)","BNT-I-BNT (D51, hospital)","ChAd (V1, D7)","ChAd (V2, D3)","ChAd (V2, D7)","ChAd-BNT (V2, D3)","I (D10, hospital)","I (D26, hospital)","ZF2001 (V3, D14)","BNT-MO (V3, D1)","I (D51, hospital)",BNT-I (D0-5),"ChAd-BNT (V2, D7)","ZF2001 (V3, D28)","ChAd (V1, D3)",I-I (D0-5),"BBIBP (V3, D07)","ChAd (V1, D6)","BNT (V1, D6)","ChAd-BNT (V3, D1)","ChAd (V2, D1)","BNT (V3, D1)",Yellow Fever/LA (D1),HIV/VV (D1),Pneumococcus/PS (D1),Influenza/IN (D1),Ebola/VV (D1),Malaria/SU (D1),Varicella Zoster/LA (D1),Tuberculosis/VV (D2),Yellow Fever/LA (D2),Influenza/IN (D2),Ebola/VV (D3),Yellow Fever/LA (D3),Smallpox/LA (D3),Malaria/SU (D3),Influenza/IN (D3),Influenza/LA (D3),Pneumococcus/PS (D3),HIV/VV (D3),Meningococcus/PS (D3),Meningococcus/CONJ (D3),Varicella Zoster/LA (D3),Influenza/IN (D4),Yellow Fever/LA (D5),Influenza/IN (D5),Influenza/IN (D6),Ebola/VV (D7),Yellow Fever/LA (D7),Smallpox/LA (D7),Tuberculosis/VV (D7),Hepatitis A/B/IN/SU (D7),Influenza/IN (D7),Influenza/LA (D7),Pneumococcus/PS (D7),HIV/VV (D7),Meningococcus/PS (D7),Meningococcus/CONJ (D7),Varicella Zoster/LA (D7),Influenza/IN (D8),Influenza/IN (D9),Smallpox/LA (D10),Influenza/IN (D10),Pneumococcus/PS (D10),Yellow Fever/LA (D10),Smallpox/LA (D13),Yellow Fever/LA (D14),Malaria/SU (D14),Pneumococcus/PS (D14),Influenza/IN (D14),Smallpox/LA (D21),Pneumococcus/PS (D21),Influenza/IN (D21),Yellow Fever/LA (D21),Yellow Fever/LA (D28),Influenza/IN (D28),Pneumococcus/PS (D28),Yellow Fever/LA (D60),Influenza/IN (D70),Yellow Fever/LA (D84)
Class-switched memory B cell,0.14294158578481964,0.2718242250120303,0.2526055957312949,0.17229870629970215,0.18843358307898664,0.2714409953565925,0.14049820344096386,0.15983707341982287,0.0402060878031131,0.07005568157710512,0.5771070420877856,0.12739092693921783,0.18616741340440085,0.08667491108538354,0.3656959215769078,0.3997916746714437,0.30247579475274516,0.13661222562059638,0.3705303218243747,0.11944918974103418,0.4434696510803232,0.23333037209920995,0,0.11310075632833785,0.1507852732076688,0.16276699640463543,0.1554696568900448,0.15692758948763788,0.15668908822667266,0.1560153258388526,0.25569775568285125,0.21125586614520778,0.14964087575967353,0.15589761454024634,0.037078888702122816,0.17253552051983748,0.16003454423663602,0.1610460007501717,0.14034717566283147,0.13449394383956276,0.05775333937948838,0.10190979880284556,0.15500639851232118,0.10999566011647659,0.11790269239506695,0.18198146849556612,0.15600614667059462,0.06694577212686412,0.15580897348117012,0.15607732229079807,0.15624316159967042,0.22789441209662686,0.1606564518211553,0.15510004344749612,0.22990110175498107,0.1584192534860931,0.11663963250819025,0.15565736490270438,0.15440920833824553,0.20532348943893064,0.5796240677444576,0.15533480823904203,0.43278520032513773,0.2309806150291595,0.1573977644182126,0.4880350445846637,0.2302167201808599,0.15584049062816568,0.2380751621040218,0.15484869055873904,0.15465955559991335,0.15402332092947793,0.13701558567385236,0.15554665515520452,0.41996126124669103,0.2740032556741289,0.15544222210118352,0.31238538318267867,0.15597008052782596,0.15749475669785393,0.14987608821128243,0.1517906037698947,0.2982471076661997,0.14298378736076486,0.15038119304557254,0.15339564632160319,0.16260907901268412,0.15772901508770829
Common lymphoid progenitor,8.1692765452090625e-19,0.3615033390471237,0.1446326223823506,0.24306864472151551,0.20383325287992748,0,0.026840701862482642,0.154072532649411,0.3830329461958318,0.7076985431244658,0.2561524137097566,0.24899631929862553,0.13933969158053122,0.12589002176115785,0.24674807646145244,0.3064770378500799,0.16107239915323465,0.23348232409554517,0.3867314767527353,0.001034324218767874,0.029683856538527086,0.12104760944625526,0.4843487779530972,0.19910421450453528,0.1842440298939219,0.0954619729680694,0.12651381841995507,0.15486645235704344,0.13094789643883087,0.15332978531626756,0.15647622506212483,0.14580976666038425,0.06271791754500887,0.11522461623428606,0.09303999506224783,0.02544082580432873,0.15675266000771929,0.15631846671651373,0.17054661266910318,0.142368369910445,0.37592690118849786,0.16233779564253223,0.15024802090426762,0.04099732302167464,0.16709867326538025,0.19179717281080866,0.15400808929662368,0.12882944721363657,0.15351274696568476,0.15479110494050058,0.15387459760074843,0.2197628355563408,0.1399151746003018,0.15189670604292746,0.15243536823269685,0.14622602765922724,0.14041484610598545,0.15324922779579564,0.14974627443319086,0.13899496817082552,0.24986558448519364,0.11943362479065378,0.22964671889916985,0.15354730132464942,0.15375536692487407,0.16200429619757106,0.15250675914315104,0.15381673200699644,0.1525745290762426,0.15272303427852638,0.1500726481174679,0.239890343811655,0.16229667618518503,0.1518918474256327,0.42666541236647054,0.08378196376006963,0.15300147987993462,0.15833849222152233,0.15324912289074116,0.16863678621084846,0.15755849110650874,0.17771046348917074,0.34424647505733985,0.15925313602309368,0.15165080933057512,0.15252295160363535,0.16392748546599314,0.120713116099881
Common myeloid progenitor,3.5321781696580085e-19,0.0994826810689089,0.1018482229789567,5.858965238832872e-19,0,0.02367312619911275,2.7303872515140088e-18,0.012787567906109071,1.4411845378889517e-19,0,0,9.8710330012677e-19,0.03722796887827413,0.040128065010779396,0.024860852625154924,0.12355982057065629,0,0,0.028208718333144926,0.05688035703147164,0.04281625873634968,2.2375777577355993e-18,7.242272742870518e-18,1.3020022274354538e-18,0,7.397372556001534e-19,1.7023205377404627e-18,0,0,0,0,5.572374334804666e-18,0,0,0.016346731046611322,0,2.8390411617808013e-18,1.832754084184112e-18,9.926730694923495e-19,7.393798481796648e-19,0,3.870177265392483e-18,0,0,0,0,0,0,0,0,3.276508638375552e-18,0,1.1251541044148114e-17,5.034577219770654e-19,0,0,1.216821290344324e-18,0,0,0,1.1132204374421015e-17,5.866930709596682e-19,0,0,0,8.617464937715442e-19,0,0,0,0,0,0,0,0,3.6552484981975474e-18,0,0,1.9347803402095584e-17,1.1843338919844052e-17,0,4.515954857089257e-18,0,4.506779745375925e-18,1.6896381873851057e-17,8.348874417698157e-18,0,0,2.857001291385114e-17
Myeloid dendritic cell,0.004413853572824459,0,0,0,1.9008130732366841e-19,1.2028322348878464e-18,6.295233599039077e-20,0.017168689283170974,0,0,7.024899839234684e-19,7.742332509586949e-4,0,2.991307479017021e-19,0,0,0.0065141774031678215,0.006284019637267472,7.660445501447055e-19,2.178099776689035e-18,0.005238694028292549,0.0048076385118777714,9.851432612187472e-19,0,0.003562295332881156,0.013256737102448596,0.012348754762354875,0.0141234650070099,0.013600591310156706,0.012940079895556015,4.842430069148507e-19,0.0013221267203992778,0.010650279131099904,0,0,0,0.0178744707172921,0.01498023999694247,0.00886414236510506,0.011734959015424578,0,0.0177153354249683,0.016503501954561104,0.006129271624213249,0.007308973853448532,0,0.014115415044918974,0.013223762316848488,0.01405948012903116,0.012923862422967445,0.013710021721349221,0.01500454573859904,0.012056693766360163,0.015626525083296462,0.013002405300054384,0.005168959029599927,0.008235256500488876,0.013793851798423627,0.013397590675102483,0.0032762450851963167,0.0017314881319692571,0.006662412732431116,0.011563217206479834,0.013418198233154622,0.013803942276845716,0.006428909738476983,0.013721623884531612,0.0141567844467075,0.014897242371267732,0.014014162058200831,0.01351600849766876,0.013249177855826612,0.01200502812551785,0.01348040514921165,0.004445945824334585,2.692128608068238e-18,0.013047741502985781,0.006871920806377075,0.012961710207640571,0.014029349579454958,0.014953080096099754,0.008866135463099185,0.009687499450116875,0.0022779393371843448,0.01188058128514029,0.01200870759475715,0.017978358254938032,0.009743455752097115
Endothelial cell,0.019298433416226737,5.575377207110946e-20,1.2783044861186874e-19,9.812763612399233e-4,5.12538289751958e-20,0.06610760371500583,0.03956602739962649,0,0,1.4859408446082677e-18,0.013629363577625182,1.6682240426558976e-19,2.3952309429238764e-20,7.714202063983488e-19,2.771136137983884e-18,2.8783321595789654e-20,0,0.061116509510857356,0,0,1.4130596754470485e-4,5.245432149075014e-4,0.011543082693192059,5.09246219836651e-19,0.003619602523615784,0.001982382335214195,0.03685743904846937,0.0010167360415377978,0.0017046129095139619,0.003700703658297022,0.010073024141811592,2.3377443839963703e-4,8.154909022804781e-4,0.011081463589931997,7.64543852380104e-18,0.005620702204442649,4.5119577657891575e-4,0.0011339376455244332,0.0018714254599538967,0,0,0.00218067157210839,8.703297456949395e-4,0.0011032353374349141,1.8154169549618974e-19,0,4.852044974434594e-19,0,0.0010482633066600663,0.0014438825714406514,7.219945216208681e-4,0,0.0018958072240602114,0.0015088139146735428,8.023255012867784e-4,0,0,6.761636645478172e-4,8.954735957667859e-4,4.0737313197048654e-19,0,7.44715584366743e-4,0.0010954429927850706,0.001494739761187397,1.447594655858968e-20,2.687459549887754e-20,7.304713765542513e-4,0.0010233434838870616,6.563787608392474e-4,9.1138761052472e-4,6.194492825732968e-4,7.123940190046795e-4,3.1363483326322353e-20,8.975721346235634e-4,0,2.5962359905766153e-18,7.365671964758188e-4,0.005576407688489401,2.5200492336143723e-19,0.001798713504721801,4.5300975173755717e-4,0.0025518422244860226,0,4.3068843051847127e-20,4.738716852066888e-4,0.001276690594292003,0.006814489535103431,0.0018698055238086594
Eosinophil,0.057765491034284765,0,0,0,0,0.0164452772709606,3.825102368141689e-18,1.5744958976550951e-18,4.924892580644995e-18,6.614579927279009e-20,0,0,0.02191774693349278,0,2.7543184188484482e-17,0,0.009119898440966298,2.56101858554829e-18,9.221455515222853e-18,2.289346877688829e-17,4.3394693283065725e-19,0,1.1871512387289493e-17,5.5148710538274795e-18,1.0622797749215126e-17,0,0,0,0,0,2.279606442804519e-17,4.686601549517419e-18,2.893246935302145e-17,0,0,3.647904100906056e-17,1.841638830059685e-18,9.921612664572642e-18,0,8.519552475563363e-18,0,5.644041324004552e-18,5.3536376291096195e-18,0,0,0,3.542719186594795e-18,1.8475663692687735e-18,2.8051991365640697e-18,3.894068240179887e-18,0,3.720683579175921e-18,2.4426373969979954e-18,1.335793963427547e-19,0,1.0648096549424796e-17,3.751727367611505e-18,2.0362006227080562e-18,0,0.07248839275559307,0,1.1111338090052981e-17,1.0742992867369938e-18,4.5707129286478474e-18,1.3329402969876351e-18,0,0,3.3202499029200604e-18,0,2.4071574670902604e-18,0,1.0253583095061147e-17,6.970553443435466e-18,9.070890371445492e-20,1.6162676746856805e-17,7.768362654303658e-18,3.740477507948702e-18,1.2956239440404177e-17,5.027085265799207e-19,8.78582580506333e-18,0,1.9204388898018487e-17,3.0697088488638254e-19,3.3644668502520697e-18,6.476819945754931e-18,1.3703144312631622e-18,0,0
Cancer associated fibroblast,0,0.06408927634995365,0.007212006161537892,0.03238833959790302,0,0.12302352194363557,0,0,0.14012065078993458,0.1512730572400675,3.5108460226795506e-17,6.25120905994917e-17,1.7573849984113435e-18,0,0.07389808110021544,0.02295058245522786,7.04708449338553e-18,1.7861245313363214e-17,0.011203547032406938,0,5.184498910966719e-18,0,3.736686349648729e-18,0,0,0,0,0,1.3560262285325725e-17,1.7590210640482266e-17,0,0,0,0.06239446487648639,0.12556755506855982,0.012861780535917423,0,0,0,0,4.66982507658281e-18,5.5772572646827946e-18,0,0.015035677773670717,1.0101563170909391e-17,6.196063767001715e-17,0,0,0,0,4.846263371656716e-18,0,0,0,1.1217580059678295e-17,0,0,0,0,0,9.708535497435422e-19,0,0,0,1.3610199874677397e-17,2.497654415515242e-17,0,0,0,0,0,0,2.1425892136301e-17,0,0,0,0,0,1.767875181603049e-17,0,0,0,0,0,0,0,0,0
Granulocyte-monocyte progenitor,0,0,0.05624117452867514,3.4994726168567684e-17,3.3185705720879325e-17,0,0,0,0,0,1.0990331735384757e-17,0,0.04084205523405762,1.0233975857361734e-17,2.5772623068874426e-17,0.10221802814628157,0,1.5548604970929985e-17,0,0,0,2.877066813103849e-18,0,2.4170514146515517e-17,0,1.9398504689354536e-18,0,2.8193174472698165e-17,2.4445866504357297e-17,3.646464439382047e-18,0,0,3.035189727949017e-17,6.533474906564754e-18,0,0,6.5210073578577955e-18,0,8.372787359476803e-18,0,1.844845871872692e-17,1.3475529613361233e-18,6.458372005133094e-18,0,0,2.3383859886705084e-18,6.335873087477644e-18,2.1294576720059677e-17,6.021863382659595e-18,1.3741749706354945e-17,8.862305099536978e-18,0,1.0899275718096116e-18,0,7.381842459272283e-18,0,8.266860800973864e-18,1.5056309865709312e-17,1.1490796261091476e-17,9.497868151392448e-18,1.618891539969115e-17,2.7180958224207445e-17,2.1825863474272505e-17,1.201387395708713e-17,0,0,1.7515858315863456e-17,1.0634313272096146e-17,1.640498838395466e-17,5.704791898261746e-18,8.789438578602171e-18,0,0,0,0,0,1.3133643017058564e-17,4.207591666072757e-18,0,1.8422722933146885e-17,0,0,0,0,1.048596105659142e-17,1.4857086778775422e-17,0,0
Hematopoietic stem cell,0.08223208318313315,0.022274680681470958,0.020923435662837043,0,9.842158982754476e-20,0.16912413771599427,0.13727957636072086,0.07448676902655747,0.039417569892319024,0.07550254425432329,5.1303321093462504e-18,0.08122985777873475,0.007253163269800034,2.7978129582265954e-18,0.05193815613733937,0.4755885016027375,0.08059082093016141,0.10511281042757271,0.19940104421483015,0.11335053351000142,0.05302451997392677,0.04411859842680556,0.005181365003694959,0.014757054947249146,0.07390643492005229,0.053709495312804306,0.11400524970750021,0.054729648524026335,0.060530529565945665,0.06557591311511014,0.11006023224185,0.0404519996856318,0.03178072241961049,0.12286379808140152,0.03838011731189778,0.05475282616240153,0.057388748150786276,0.05181556168091456,0.05128108155012365,0.02333188167413784,0.0454206259302407,0.06724783726724153,0.057568008891936855,0.07810478111298594,0.045392880370638045,0.06657748852133394,0.05470082989254825,0.039171710182068976,0.05434217425086053,0.054347264484123574,0.053233487828173394,0.05325859663590584,0.0567862474615987,0.055136732308288236,0.05217386989861068,0.041574595291087604,0.05219982422758793,0.05349150918882821,0.052219483811414655,0.07736755256843894,0.0658518987616214,0.07283735240948887,0.051419957703445485,0.05380901628740702,0.055793228767497816,0.026652051574109645,0.053715154225185774,0.05406933164149742,0.056113839220201085,0.05299617174829226,0.07075783145104499,0.05511062311494874,0.04144769582784601,0.05385694725889981,0.09093039929722892,0.248818242458613,0.05224954870714551,0.31928934895541206,0.050902163537711397,0.054683521570411744,0.055629062770025925,0.040392349287162496,0.056716919533551374,0.06978293898798783,0.04991995477282638,0.05302517769718524,0.06580718925469667,0.05182982541017726
Macrophage,0,0.08847832804889523,0.020244190635244335,0.1754431209260268,0.01548269051117492,1.2788395339253526e-17,0,0.08547180636367344,0.02222328761753435,0.09954921169733867,0,0.027715429839279226,0,0.17618801473989382,0.03383137508461434,0.043920033458537566,0.007919593842274822,0.034856500506648305,0.01752100742332649,0.03461338973173898,1.5918359478279884e-18,0.04784624509831711,0.30968356655909257,0.09417090556497316,0.03263144127683659,0.03390600422125456,0.06654111061643131,0.03877881076843474,0.040104927784916145,0.03746212866493192,0.043222808091518156,0.17877663731858065,0.038570681519197694,0.11372888549205974,0.11555868216242272,0.14161358900971302,0.03893007018156429,0.05059092468460013,0.04705241711189479,0.06380025034046173,0.15917864083650834,0.04527026033835227,0.037690211014575044,0.07314294719181295,0.06722615728920031,0.126478496674807,0.038451779212374755,0.13416563891880381,0.03833233729262828,0.05565656616468117,0.03938456828728076,0.03301754725335057,0.03996415228682804,0.037064044727862275,0.03811232090412466,0.024751083022958077,0.07380473651308546,0.0395562956853994,0.03729784185314634,0.032184983695735823,0.02992568600835426,0.06917290290095549,0.03634879526198481,0.03748227472738048,0.03830032956658065,0.029238989415261134,0.037870275429412806,0.03849600412673673,0.04053442283732092,0.03973799571308508,0.034441028954036626,0.03737483333471836,0.038638067072738855,0.038190297771989797,0.014365971629574014,0.0030139457319402602,0.037790240620191415,0.036031255859354155,0.038497424681592465,0.03733139845356342,0.03658910658823838,0.045872885452170026,0.025695823704732335,0.026342709955810725,0.04140890800790436,0.06509363499284705,0.043241071271574456,0.027689063866033575
Macrophage M1,0.01776530622536871,0.04825121447425805,0,0.129866185622598,0.04047069591972566,0,0.013542874978200318,0.0463012049916112,0,0.053721496874215874,0,0.020793075636821062,0,0.11062859063395743,0.01976367933666858,0.025419752363822087,0.029530884378262005,0.033420521409019674,0.013389186968045877,0.06995933786102064,1.7343954102996477e-18,0.03344821215787223,0.14200633712559807,0.08298520154067558,0.036165651899365096,0.03540823208665925,0.04772418602670527,0.040371703497352404,0.04026189918581621,0.03761042297022944,0.02266698684503972,0.0958362111489918,0.03237702952039293,0.10154719280785758,0.10946652145104213,0.07459147833297548,0.03647458267546074,0.048239310666266855,0.040070736186358445,0.052646394768604055,0.15544452580263585,0.07774435664775212,0.038051985933765554,0.06071113710568348,0.07495127776171157,0.07362601810495267,0.03884213179873559,0.09319230799684747,0.03884945188229751,0.04314910984120831,0.038425543020826174,0.03139583151060636,0.0396395483958251,0.03809629271962137,0.03846403199219543,0.04045060034237725,0.10565888406268312,0.04064193153517266,0.037970609433135294,0.028391884744232068,0.025239765292161126,0.04563739593198259,0.04459961045995303,0.03990943868822033,0.03877685035015369,0.038410319603316916,0.03949730869292479,0.03891892300433249,0.03829186236216643,0.04266325527091337,0.03865004999333837,0.03790023510970768,0.04031425494721848,0.038653482537584806,0.011122241933524237,0,0.03848745756843876,0.03684845521416312,0.03761416540487237,0.03881601433800413,0.03816854194519432,0.03780219778244761,0.04074777693560452,0.03902869947403586,0.03895394117039539,0.046614711598040995,0.035025485184561916,0.03667134209072445
Macrophage M2,8.894867912631853e-19,0.023963826942481885,0.00119929872252934,0.048136048287382924,1.324393838437008e-18,0,0,0,3.2810076387947645e-18,0.0033064560086558887,4.0226894212916513e-19,1.0499937867001304e-18,6.463252086200915e-18,0.08033789509927912,0.008353705535994554,0.005738728654809983,0.014412481131144612,0,0,0.026597881983509347,1.1309782462873348e-18,0.0341825542501345,0.13258289836336024,0.016862035006591627,0,0,0,0,0,0,3.4137510211121268e-18,0.03466591274213531,0,0,0,0.019722686865518594,0,1.1612558140730363e-18,1.2096984202328861e-17,4.923875951742854e-18,0.027213531013047798,0,2.287760304228526e-18,0,1.5869262711611762e-18,0.019708275421497286,0,0.02578550742484324,1.124730825466014e-17,0,1.796931619366752e-17,4.3062744102677614e-19,4.271828637245419e-18,0,0,6.266152771492683e-19,0.018884366787782086,0,4.86419865128593e-18,1.3698296237111641e-17,1.7898615432230652e-18,0,0,9.431785551200044e-18,0,1.5342772945237478e-18,3.80817808869163e-18,0,0,0,0,0,0,0,3.632540010422829e-18,6.349575575636382e-19,7.781440487163516e-19,5.5108464244372846e-18,7.686712373926447e-19,3.2448662616782782e-18,1.456492549037356e-18,0,4.743920246771389e-18,3.054327947353651e-18,0,9.581899449401743e-18,0,0
Mast cell,7.594883284453529e-19,0,0,0,0.005209787398883694,0,4.776586294256692e-19,0,0,0,1.2939119823428228e-20,6.976522594286554e-18,0.003978886022599929,0.0015393818259731016,0,0.008754376471382982,0.02818015885394501,1.8533123121388795e-18,0.010890401011181293,0,0.04393361097782255,2.7451741093779664e-18,9.029908924103263e-19,0,0,1.3066387900348717e-17,0,0,6.71506752367922e-19,0,2.934063487182123e-18,0,0,0.005317972683144303,0,0.0018576337974901104,3.4179219216747416e-18,0,9.651320689313782e-18,6.668053006232365e-18,1.6036200283514486e-18,4.30356528199221e-18,1.630382378222904e-18,0,2.355530088904081e-18,4.833430512670049e-18,5.18747550026285e-18,5.785744046894475e-18,2.685313502985065e-19,0,0,0,6.68010208498248e-19,0,0,3.440105117465349e-19,1.5806254975270205e-19,0,9.824053845550137e-19,0,4.656128823574557e-18,0,2.0111044248749908e-18,0,3.753964598609686e-18,8.64265295379777e-18,3.3094740661165953e-19,0,0,0,5.840297805364459e-18,7.557450734400409e-18,1.2383553529721336e-18,5.807545701193737e-18,0,0.015314560078509187,0,5.141301890127416e-18,1.3962132010561207e-18,0,0,1.254809347434915e-18,0,0,0,0,4.184651872436477e-18,0
B cell memory,0,1.0769646479045421e-17,0,0,7.457314798516341e-19,0.12424388356886414,0,0,1.3197016559936356e-17,3.9503919771331137e-17,0,2.885111045149429e-17,0.006120212676186325,2.297478227228831e-17,0,2.8945164145048705e-18,2.7562435248332203e-18,0,1.2390825687408615e-17,0,4.135094508226644e-18,0,0,0.019221865099084783,1.0197329713808856e-17,0,6.501849476006547e-18,0,1.6909443383255658e-17,0,0.1275616619026925,4.655382485524368e-18,0,0,0,0,0,1.9238903960688532e-17,0,2.1720424098904e-18,0,1.3110851467534682e-17,1.7695988145198936e-17,2.36580024483386e-17,0,0,0,1.7273586830026164e-17,1.5668018105034118e-17,1.8132812556481042e-17,4.142547361949875e-18,9.98350251348699e-20,0,1.498341414120965e-17,3.323573490934335e-17,2.4418914013384955e-18,4.755063797888332e-17,1.9639429616129478e-17,1.1825785623293971e-17,5.210096210258933e-19,0.10730354827474965,0,0.010620259195184558,7.472095775858214e-18,2.5846499314131945e-19,0.006073908414018769,3.104097270596453e-17,1.37351719305811e-17,0,1.5514306820729953e-17,0,0,0.014960290474102328,0,0.0031633150496898593,0,1.2861416876200817e-17,1.11946725896104e-18,0,0,2.5047595623321366e-17,0,0.05744742092970496,0,0,1.6742760579129847e-17,0,0
