"","process","gene_ratio","bg_ratio","pvalue","p_adjust","qvalue","gene_id","count","condition","ora_enrichment","vaccine","covid_other","microbe_type","target_pathogen_disease","disease_vac","type","regimen","day_total","day_month","month","week","dose","infection","color","color_covid_other","log_q"
"46","EOSINOPHIL","3/45","22/884",0.0964144019674185,0.192828803934837,0.13531845890164,"CCL5/CCL18/FCER1A",3,"LVS F TULARENSIS (H48)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",2,2,1,1,1,0,"#ffb703","#343a40",0.868642956895917
"47","ARPP","22/95","131/884",0.0147635428681983,0.14661649194706,0.138087554742384,"CASP1/CD14/IFI35/PECAM1/TICAM2/BCR/CDC42/EP300/MAPKAPK2/RAB11FIP2/RELA/RELB/TNFAIP3/XCL1/BTK/CTSS/HCK/NOTCH2/PIK3AP1/RNF135/SYK/XIAP",22,"FLUMIST (D3)","ImmuneGO","FLUMIST","OTHER","VIRUS","INFLUENZA","V","LA","HO",3,3,1,1,1,0,"#ffb703","#343a40",0.859845460815013
"48","ANTIVIRAL & IFN","18/95","101/884",0.0154333149417958,0.14661649194706,0.138087554742384,"CASP1/IL10RB/MX1/OAS2/STAT1/STAT2/CDC42/IFNGR1/JAK1/KIF5B/PDE12/RPS6KB1/XCL1/AIF1/DAPK1/HCK/RNF135/STX4",18,"FLUMIST (D3)","ImmuneGO","FLUMIST","OTHER","VIRUS","INFLUENZA","V","LA","HO",3,3,1,1,1,0,"#ffb703","#343a40",0.859845460815013
"49","GENERAL","26/31","538/884",0.0046446445783373,0.0577697882189209,0.0405402022588919,"B2M/CCL18/CCL20/CCR7/CD83/FCGR3A/IRAK1BP1/TAP2/TICAM1/CCR1/CCR2/CD1B/CD1C/CD1D/CD80/CD81/CD86/FAS/FCER1G/FCGR1A/FCGR2A/FCGR2B/LILRB4/TAP1/TIRAP/TLR4",26,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"50","ARPP","10/31","131/884",0.0100578995473992,0.0577697882189209,0.0405402022588919,"CCL18/CCL20/CCR7/FCGR3A/TICAM1/CCR1/CCR2/CDC42/TIRAP/TLR4",10,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"51","T CELL","14/31","228/884",0.0137009089817256,0.0577697882189209,0.0405402022588919,"B2M/CCL20/CCR7/CD83/TAP2/CD1C/CD1D/CD44/CD80/CD81/CD86/FAS/FCER1A/FCER1G",14,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"52","DENDRITIC CELL","4/31","29/884",0.015908350594439,0.0577697882189209,0.0405402022588919,"CCR7/CCR1/CCR2/CDC42",4,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"53","CELLULAR ADAPTIVE IMMUNE SYSTEM","16/31","282/884",0.0160471633941447,0.0577697882189209,0.0405402022588919,"B2M/CCL20/CCR7/CD83/TAP2/CCR2/CD1C/CD1D/CD44/CD80/CD81/CD86/FAS/FCER1A/FCER1G/TLR4",16,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"54","MACROPHAGE","4/31","35/884",0.0302419306780542,0.0907257920341626,0.0636672224801141,"FCGR3A/TICAM1/CCR2/TLR4",4,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.19608409607414
"55","GENERAL","26/31","538/884",0.0046446445783373,0.0577697882189209,0.0405402022588919,"B2M/CCL18/CCL20/CCR1/CCR7/CD80/CD83/FAS/FCER1G/FCGR2A/FCGR2B/FCGR3A/TAP2/TICAM1/CCR2/CD1B/CD1C/CD1D/CD81/CD86/FCGR1A/IRAK1BP1/LILRB4/TAP1/TIRAP/TLR4",26,"LVS F TULARENSIS (H192)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",8,8,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"56","ARPP","10/31","131/884",0.0100578995473992,0.0577697882189209,0.0405402022588919,"CCL18/CCL20/CCR1/CCR7/CDC42/FCGR3A/TICAM1/CCR2/TIRAP/TLR4",10,"LVS F TULARENSIS (H192)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",8,8,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"57","T CELL","14/31","228/884",0.0137009089817256,0.0577697882189209,0.0405402022588919,"B2M/CCL20/CCR7/CD44/CD80/CD83/FAS/FCER1A/FCER1G/TAP2/CD1C/CD1D/CD81/CD86",14,"LVS F TULARENSIS (H192)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",8,8,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"58","DENDRITIC CELL","4/31","29/884",0.015908350594439,0.0577697882189209,0.0405402022588919,"CCR1/CCR7/CDC42/CCR2",4,"LVS F TULARENSIS (H192)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",8,8,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"59","CELLULAR ADAPTIVE IMMUNE SYSTEM","16/31","282/884",0.0160471633941447,0.0577697882189209,0.0405402022588919,"B2M/CCL20/CCR7/CD44/CD80/CD83/FAS/FCER1A/FCER1G/TAP2/CCR2/CD1C/CD1D/CD81/CD86/TLR4",16,"LVS F TULARENSIS (H192)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",8,8,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"60","MACROPHAGE","4/31","35/884",0.0302419306780542,0.0907257920341626,0.0636672224801141,"FCGR3A/TICAM1/CCR2/TLR4",4,"LVS F TULARENSIS (H192)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",8,8,1,1,1,0,"#ffb703","#343a40",1.19608409607414
"61","MONOCYTE","8/78","32/884",0.00470234535054689,0.087632754697916,0.0825350044246301,"PECAM1/CCL18/CCL20/CCL23/CCL24/CCL4/CCL7/XCL1",8,"HPV-VLP (M2)","ImmuneGO","HPV","OTHER","VIRUS","HPV","V","VLP","HO",60,30,2,8,1,0,"#D7B0EE","#343a40",1.08336182109555
"62","EOSINOPHIL","6/78","22/884",0.00922450049451748,0.087632754697916,0.0825350044246301,"CCL18/CCL23/CCL24/CCL4/CCL7/XCL1",6,"HPV-VLP (M2)","ImmuneGO","HPV","OTHER","VIRUS","HPV","V","VLP","HO",60,30,2,8,1,0,"#D7B0EE","#343a40",1.08336182109555
"63","MONOCYTE","4/25","32/884",0.0104859535826964,0.167775257323142,0.165567688147837,"AZU1/FLT1/CCL3/S100A12",4,"INFLUENZA (D1)","ImmuneGO","INFLUENZA","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"#76c893","#343a40",0.781024415306678
"64","ANTIVIRAL & IFN","8/19","101/884",0.000574203834734742,0.00631624218208216,0.00543982580275019,"EIF2AK2/GBP1/GBP6/IFIT1/IFIT2/IFITM3/MX1/OAS2",8,"MONOV INFLUENZA A (D3)","ImmuneGO","MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",3,3,1,1,1,0,"#76c893","#343a40",2.26441500730837
"65","GENERAL","17/19","538/884",0.00625962907034198,0.0344279598868809,0.0296508745437252,"CCR1/BST2/DDX60/EIF2AK2/EXOSC9/FCGR1A/GBP1/GBP6/IFI35/IFI6/IFIT1/IFIT2/IFITM3/MX1/OAS2/PLPP6/TRIM22",17,"MONOV INFLUENZA A (D3)","ImmuneGO","MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",3,3,1,1,1,0,"#76c893","#343a40",1.52796249272425
"66","NEUTROPHIL","3/3","85/884",0.000860785118995765,0.00860785118995765,0.00724871679154329,"CCL5/CXCL8/CXCL9",3,"PANDEMRIX (D3)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",3,3,1,1,1,0,"#76c893","#343a40",2.13973886786712
"67","ANTIMICROBIAL","2/3","63/884",0.0143199016691789,0.0715995083458943,0.0602943228175952,"CXCL8/CXCL9",2,"PANDEMRIX (D3)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",3,3,1,1,1,0,"#76c893","#343a40",1.21972357815941
"68","EOSINOPHIL","1/3","22/884",0.0728984337005122,0.190436252324201,0.160367370378275,"CCL5",1,"PANDEMRIX (D3)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",3,3,1,1,1,0,"#76c893","#343a40",0.794883992075687
"69","DENDRITIC CELL","1/3","29/884",0.095327346026833,0.190436252324201,0.160367370378275,"CCL5",1,"PANDEMRIX (D3)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",3,3,1,1,1,0,"#76c893","#343a40",0.794883992075687
"70","MONOCYTE","1/3","32/884",0.104827922980325,0.190436252324201,0.160367370378275,"CCL5",1,"PANDEMRIX (D3)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",3,3,1,1,1,0,"#76c893","#343a40",0.794883992075687
"71","MACROPHAGE","1/3","35/884",0.114261751394521,0.190436252324201,0.160367370378275,"CCL5",1,"PANDEMRIX (D3)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",3,3,1,1,1,0,"#76c893","#343a40",0.794883992075687
"72","NEUTROPHIL","3/3","85/884",0.000860785118995765,0.00860785118995765,0.00724871679154329,"CCL5/CXCL8/CXCL9",3,"PANDEMRIX (D30)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",30,30,1,1,1,0,"#76c893","#343a40",2.13973886786712
"73","ANTIMICROBIAL","2/3","63/884",0.0143199016691789,0.0715995083458943,0.0602943228175952,"CXCL8/CXCL9",2,"PANDEMRIX (D30)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",30,30,1,1,1,0,"#76c893","#343a40",1.21972357815941
"74","EOSINOPHIL","1/3","22/884",0.0728984337005122,0.190436252324201,0.160367370378275,"CCL5",1,"PANDEMRIX (D30)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",30,30,1,1,1,0,"#76c893","#343a40",0.794883992075687
"75","DENDRITIC CELL","1/3","29/884",0.095327346026833,0.190436252324201,0.160367370378275,"CCL5",1,"PANDEMRIX (D30)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",30,30,1,1,1,0,"#76c893","#343a40",0.794883992075687
"76","MONOCYTE","1/3","32/884",0.104827922980325,0.190436252324201,0.160367370378275,"CCL5",1,"PANDEMRIX (D30)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",30,30,1,1,1,0,"#76c893","#343a40",0.794883992075687
"77","MACROPHAGE","1/3","35/884",0.114261751394521,0.190436252324201,0.160367370378275,"CCL5",1,"PANDEMRIX (D30)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",30,30,1,1,1,0,"#76c893","#343a40",0.794883992075687
"78","NEUTROPHIL","4/8","85/884",0.00413485082099245,0.0548217678443654,0.0412193743190717,"CCL2/CCL7/CXCL8/FCAR",4,"FLUZONE (D7)","ImmuneGO","FLUZONE","OTHER","VIRUS","INFLUENZA","V","IN","HO",7,7,1,1,1,0,"#76c893","#343a40",1.38489860478963
"79","ANTIVIRAL & IFN","4/8","101/884",0.00783168112062363,0.0548217678443654,0.0412193743190717,"CCL2/CCL7/IL12B/FCAR",4,"FLUZONE (D7)","ImmuneGO","FLUZONE","OTHER","VIRUS","INFLUENZA","V","IN","HO",7,7,1,1,1,0,"#76c893","#343a40",1.38489860478963
"80","EOSINOPHIL","2/8","22/884",0.0151287645448709,0.0706009012093975,0.0530833843679681,"CCL2/CCL7",2,"FLUZONE (D7)","ImmuneGO","FLUZONE","OTHER","VIRUS","INFLUENZA","V","IN","HO",7,7,1,1,1,0,"#76c893","#343a40",1.27504139617916
"81","MONOCYTE","2/8","32/884",0.0310316385802624,0.108610735030919,0.0816622067901644,"CCL2/CCL7",2,"FLUZONE (D7)","ImmuneGO","FLUZONE","OTHER","VIRUS","INFLUENZA","V","IN","HO",7,7,1,1,1,0,"#76c893","#343a40",1.08797888814261
"82","NK CELL","2/4","41/884",0.011874942389711,0.106874481507399,0.0999995148607241,"IL2/PTPRC",2,"FLUENZ (D6-7)","ImmuneGO","FLUENZ","OTHER","VIRUS","INFLUENZA","V","LA","HO",6,6,1,1,1,0,"#ffb703","#343a40",1.00000210693822
"83","ANTIVIRAL & IFN","7/19","101/884",0.00326969804520712,0.055584866768521,0.0516268112401124,"CCL5/RPL13A/GBP2/IFIT1/IRF1/MX1/STAT1",7,"WETVAX (D2-4)","ImmuneGO","WETVAX","OTHER","VIRUS","SMALLPOX","V","LA","HO",3,3,1,1,1,0,"#ffb703","#343a40",1.28712469857452
"84","GENERAL","74/97","538/884",0.000528655914568236,0.00951580646222825,0.00890367856114923,"CCL5/CCR7/CD19/CD1C/CD3G/CD79B/CD8B/CRIP1/GATA3/GZMA/GZMM/IL18RAP/IL7R/KLRC2/LTB/MS4A1/PRKCQ/SKAP1/TCF7/TXK/ZAP70/ADM/BCL6/BST1/CASP4/CCR1/CD40/CEBPB/CTSS/CXCL9/FAS/FCGR1A/FCGR2B/FCGR3A/GBP1/GBP2/GSDMD/HCK/HP/IFI27/IFI30/IFI35/IFI6/IFIT1/IFIT2/IFITM1/IFITM2/IFITM3/IGSF6/IL13/IL15/IL1RN/IDO1/IRF1/IRF2/IRF9/LGALS9/LILRA3/LILRB1/LTBR/MX1/MX2/OAS2/PRDX2/PSMB10/PSMB9/TAP1/TAP2/TEC/THEMIS2/TNFRSF1B/TNFSF10/TRIM22/LILRA2",74,"WETVAX (D5-7)","ImmuneGO","WETVAX","OTHER","VIRUS","SMALLPOX","V","LA","HO",6,6,1,1,1,0,"#ffb703","#343a40",2.05043052720423
"85","ANTIVIRAL & IFN","21/97","101/884",0.00153065370627751,0.0137758833564976,0.0128897154212843,"CCL5/RPL13A/AIF1/CASP1/GBP1/GBP2/HCK/IFI27/IFIT1/IFIT2/IFITM1/IFITM2/IFITM3/IFNGR2/IRF1/LGALS9/MX1/OAS2/SIRPA/STAT1/STAT2",21,"WETVAX (D5-7)","ImmuneGO","WETVAX","OTHER","VIRUS","SMALLPOX","V","LA","HO",6,6,1,1,1,0,"#ffb703","#343a40",1.88975667088013
"86","ANTIVIRAL & IFN","8/15","101/884",7.25738977406441e-05,0.000653165079665797,0.000534755035983693,"RIGI/EIF2AK2/IFI27/IFIT1/IFIT2/MX1/OAS2/STAT1",8,"YF17D (D3)","ImmuneGO","YF17D","OTHER","VIRUS","YF","V","LA","HO",3,3,1,1,1,0,"#ffb703","#343a40",3.27184511682725
"87","GENERAL","13/15","538/884",0.0304138670227271,0.136862401602272,0.1120510890311,"RIGI/DDX60/EIF2AK2/IFI27/IFI6/IFIT1/IFIT2/IL10/MX1/MX2/OAS2/PARP9/TRIM22",13,"YF17D (D3)","ImmuneGO","YF17D","OTHER","VIRUS","YF","V","LA","HO",3,3,1,1,1,0,"#ffb703","#343a40",0.950583918174891
"88","ANTIVIRAL & IFN","16/53","101/884",0.000109262670512938,0.00196672806923289,0.00184021339811264,"CASP1/RIGI/EIF2AK2/GBP1/GBP2/IFI27/IFIT1/IFIT2/IFITM1/IFITM3/LGALS9/MX1/OAS2/RNF135/STAT1/STAT2",16,"STAMARIL (D10)","ImmuneGO","STAMARIL","OTHER","VIRUS","YF","V","LA","HO",10,10,1,2,1,0,"#ffb703","#343a40",2.73513181163778
"89","GENERAL","40/53","538/884",0.0158384776487874,0.142546298839087,0.133376653884526,"CD46/IL1R2/LGALS3/PI3/PRDX2/PRKDC/ADAR/APOBEC3F/BST2/CCR1/CX3CR1/RIGI/DDX60/EIF2AK2/GBP1/GBP2/IFI27/IFI30/IFI35/IFI6/IFIT1/IFIT2/IFITM1/IFITM3/IL15/IL1RN/IRF9/LGALS9/MX1/OAS2/PARP9/PML/PRF1/RNF135/SRC/TAP1/TAP2/TNFSF10/TRIM22/ZC3HAV1",40,"STAMARIL (D10)","ImmuneGO","STAMARIL","OTHER","VIRUS","YF","V","LA","HO",10,10,1,2,1,0,"#ffb703","#343a40",0.874920182236866
"90","ANTIVIRAL & IFN","16/59","101/884",0.000445217357997094,0.0075686950859506,0.00702974775784885,"RPL13A/CASP1/RIGI/EIF2AK2/GBP1/IFI27/IFIT1/IFIT2/IFITM1/IFITM3/LGALS9/MX1/OAS2/RNF135/STAT1/STAT2",16,"STAMARIL (D3)","ImmuneGO","STAMARIL","OTHER","VIRUS","YF","V","LA","HO",3,3,1,1,1,0,"#ffb703","#343a40",2.15306025810105
"91","GENERAL","46/59","538/884",0.00317482514583923,0.0269860137396335,0.0250644090460992,"BCL6/CD46/FAU/GPR183/PI3/PRKDC/RPL30/ADAR/APOBEC3A/APOBEC3F/BST2/CCR1/CD300C/CD86/CX3CR1/RIGI/DDX60/EIF2AK2/FCER1G/GBP1/IFI27/IFI30/IFI35/IFI6/IFIT1/IFIT2/IFITM1/IFITM3/IL1RN/IRF9/LGALS9/LILRB1/MX1/MX2/NRROS/OAS2/PARP9/RNF135/SRC/TAP1/TAP2/TICAM1/TNFSF10/TRIM22/TRIM26/ZC3HAV1",46,"STAMARIL (D3)","ImmuneGO","STAMARIL","OTHER","VIRUS","YF","V","LA","HO",3,3,1,1,1,0,"#ffb703","#343a40",1.60094253047019
"92","GENERAL","60/79","538/884",0.00233626047076276,0.0443889489444924,0.0418067663189125,"BCL6/CD46/FAU/GPR183/IL1R2/IL7R/PI3/PRDX2/PRKDC/RPL30/RPL39/S100A12/ADAR/APOBEC3A/APOBEC3F/BST2/CCL8/CCR1/CD300C/CD86/CX3CR1/RIGI/DDX60/EIF2AK2/FCER1G/GBP1/GBP2/GNLY/IDO1/IFI27/IFI30/IFI35/IFI6/IFIT1/IFIT2/IFITM1/IFITM3/IL15/IL1RN/IRF9/KIR2DL3/LAG3/LGALS9/LILRB1/MX1/MX2/NRROS/OAS2/PARP9/PML/PRF1/RNF135/SRC/TAP1/TAP2/TICAM1/TNFSF10/TRIM22/TRIM26/ZC3HAV1",60,"STAMARIL (D7)","ImmuneGO","STAMARIL","OTHER","VIRUS","YF","V","LA","HO",7,7,1,1,1,0,"#ffb703","#343a40",1.37875342307776
"93","ANTIVIRAL & IFN","17/79","101/884",0.00493050842020931,0.0468398299919884,0.0441150753387149,"RPL13A/CCL8/RIGI/EIF2AK2/GBP1/GBP2/IFI27/IFIT1/IFIT2/IFITM1/IFITM3/LGALS9/MX1/OAS2/RNF135/STAT1/STAT2",17,"STAMARIL (D7)","ImmuneGO","STAMARIL","OTHER","VIRUS","YF","V","LA","HO",7,7,1,1,1,0,"#ffb703","#343a40",1.35541297475845
"94","ANTIMICROBIAL","1/1","63/884",0.0712669683257917,0.192307692307692,0.192307692307692,"CXCL8",1,"BBIBP (V3, D28)","ImmuneGO","BBIBP","COVID","VIRUS","SARS","V","IN","HO",28,28,1,4,3,0,"#76c893","#56cfe1",0.716003343634799
"95","NEUTROPHIL","1/1","85/884",0.0961538461538461,0.192307692307692,0.192307692307692,"CXCL8",1,"BBIBP (V3, D28)","ImmuneGO","BBIBP","COVID","VIRUS","SARS","V","IN","HO",28,28,1,4,3,0,"#76c893","#56cfe1",0.716003343634799
"96","ANTIVIRAL & IFN","18/45","101/884",3.34155307451988e-07,5.34648491923181e-06,4.92439400455562e-06,"IFIT1/OAS2/ACOD1/MX1/STAT1/STAT2/IRF1/GBP2/IFITM3/IFI27/IFIT2/CCL2/EIF2AK2/RIGI/CCL8/GBP6/GBP7/GBP1",18,"BNT (V2, D1)","ImmuneGO","BNT","COVID","VIRUS","SARS","V","RNA","HO",1,1,1,1,2,0,"#56cfe1","#56cfe1",5.30764720611467
"97","GENERAL","39/45","538/884",0.000104774123722761,0.000838192989782087,0.000772019859009817,"IFIT1/OAS2/ACOD1/FAS/CLEC6A/MX1/IL27/IL31RA/BST2/IRF1/IRF9/DDX60/CXCL9/GBP2/IFITM3/TAP1/TAP2/IDO1/CFB/IDO2/IFI27/IFI35/IFI6/IFIT2/CCL2/EIF2AK2/RIGI/CCL8/FCGR1A/PARP9/GBP6/GBP7/PML/LIF/GBP1/TRIM22/TNFSF10/RNF213/GEM",39,"BNT (V2, D1)","ImmuneGO","BNT","COVID","VIRUS","SARS","V","RNA","HO",1,1,1,1,2,0,"#56cfe1","#56cfe1",3.11237152797067
